date,SP500_adjusted,Russell2000_adjusted,lag_SP500,lead_SP500,diff_SP500,lag_Russell,lead_Russell,diff_Russell,positive_score,negative_score,score
2011-12-13,1225.72998046875,718.059997558594,1237.90002441406,1326.06005859375,7.121741048629443,733.260009765625,795.580017089844,8.499032607020064,7,6,0.07692307692307693
2012-01-25,1326.06005859375,795.580017089844,1225.72998046875,1395.94995117188,13.887232377071628,718.059997558594,831.22998046875,15.760519078480112,7,7,0
2012-03-13,1395.94995117188,831.22998046875,1326.06005859375,1390.68994140625,4.873827727006438,795.580017089844,812.119995117188,2.0789835933594265,7,6,0.07692307692307693
2012-04-25,1390.68994140625,812.119995117188,1395.94995117188,1355.68994140625,-2.884058252363009,831.22998046875,784.049987792969,-5.675925289554056,9,6,0.2
2012-06-20,1355.68994140625,784.049987792969,1390.68994140625,1375.31994628906,-1.1052064633219418,812.119995117188,771.130004882812,-5.047282480523227,8,10,-0.1111111111111111
2012-08-01,1375.31994628906,771.130004882812,1355.68994140625,1459.98999023438,7.693503185539615,784.049987792969,856.119995117188,9.192016892582275,9,9,0
2012-09-13,1459.98999023438,856.119995117188,1375.31994628906,1408.75,2.4307110357224317,771.130004882812,813.650024414062,5.513988466537718,13,7,0.3
2012-10-24,1408.75,813.650024414062,1459.98999023438,1428.47998046875,-2.1582346438259847,856.119995117188,829.390014648438,-3.1222235926274715,14,7,0.3333333333333333
2012-12-12,1428.47998046875,829.390014648438,1408.75,1501.9599609375,6.616501220053239,813.650024414062,896.909973144531,10.232894516340412,14,8,0.2727272727272727
2013-01-30,1501.9599609375,896.909973144531,1428.47998046875,1558.7099609375,9.116682225117048,829.390014648438,951.950012207031,14.777124801839317,12,7,0.2631578947368421
2013-03-20,1558.7099609375,951.950012207031,1501.9599609375,1582.69995117188,5.375641983424336,896.909973144531,924.210021972656,3.0437891923993337,12,5,0.4117647058823529
2013-05-01,1582.69995117188,924.210021972656,1558.7099609375,1628.93005371094,4.505013410654379,951.950012207031,986.5,3.6293909711568983,12,5,0.4117647058823529
2013-06-19,1628.93005371094,986.5,1582.69995117188,1685.72998046875,6.509763851359406,924.210021972656,1045.26000976562,13.097670974676511,12,6,0.3333333333333333
2013-07-31,1685.72998046875,1045.26000976562,1628.93005371094,1725.52001953125,5.929657053122937,986.5,1076.96997070312,9.170802909591485,12,7,0.2631578947368421
2013-09-18,1725.52001953125,1076.96997070312,1685.72998046875,1763.31005859375,4.602165176146855,1045.26000976562,1105.5,5.763158417194942,16,9,0.28
2013-10-30,1763.31005859375,1105.5,1725.52001953125,1810.65002441406,4.933585465205798,1076.96997070312,1133.71997070312,5.269413404623501,14,8,0.2727272727272727
2013-12-18,1810.65002441406,1133.71997070312,1763.31005859375,1774.19995117188,0.6175823999333818,1105.5,1122.44995117188,1.5332384596906379,15,11,0.15384615384615385
2014-01-29,1774.19995117188,1122.44995117188,1810.65002441406,1860.77001953125,2.7680664093774396,1133.71997070312,1195.66003417969,5.463435863986368,15,11,0.15384615384615385
2014-03-19,1860.77001953125,1195.66003417969,1774.19995117188,1883.94995117188,6.185886767019063,1122.44995117188,1126.85998535156,0.3928936141050882,15,10,0.2
2014-04-30,1883.94995117188,1126.85998535156,1860.77001953125,1956.97998046875,5.170438040577224,1195.66003417969,1183.13000488281,-1.0479591973212115,15,8,0.30434782608695654
2014-06-18,1956.97998046875,1183.13000488281,1883.94995117188,1970.06994628906,4.571246442274672,1126.85998535156,1146.56994628906,1.7491046974527937,16,5,0.5238095238095238
2014-07-30,1970.06994628906,1146.56994628906,1956.97998046875,2001.56994628906,2.278509042776691,1183.13000488281,1153.89001464844,-2.471409744803678,16,8,0.3333333333333333
2014-09-17,2001.56994628906,1153.89001464844,1970.06994628906,1982.30004882812,0.620795345977301,1146.56994628906,1146.36999511719,-0.017439073169251588,15,7,0.36363636363636365
2014-10-29,1982.30004882812,1146.36999511719,2001.56994628906,2012.89001464844,0.5655594689742207,1153.89001464844,1174.83996582031,1.8155934192959369,14,8,0.2727272727272727
2014-12-17,2012.89001464844,1174.83996582031,1982.30004882812,2002.16003417969,1.0018657550510917,1146.36999511719,1175.11999511719,2.507916302978688,13,9,0.18181818181818182
2015-01-28,2002.16003417969,1175.11999511719,2012.89001464844,2099.5,4.302767896967625,1174.83996582031,1252.14001464844,6.579623699995317,13,10,0.13043478260869565
2015-03-18,2099.5,1252.14001464844,2002.16003417969,2106.85009765625,5.228855920073983,1175.11999511719,1246.94995117188,6.1125635129310085,13,9,0.18181818181818182
2015-04-29,2106.85009765625,1246.94995117188,2099.5,2100.43994140625,0.044769774053346034,1252.14001464844,1268.32995605469,1.2929817126558012,9,10,-0.05263157894736842
2015-06-17,2100.43994140625,1268.32995605469,2106.85009765625,2108.57006835938,0.08163707066978193,1246.94995117188,1229.59997558594,-1.3913931003914426,11,5,0.375
2015-07-29,2108.57006835938,1229.59997558594,2100.43994140625,1990.19995117188,-5.248423821181197,1268.32995605469,1180.68994140625,-6.909875007687746,11,6,0.29411764705882354
2015-09-17,1990.19995117188,1180.68994140625,2108.57006835938,2090.35009765625,-0.8640913089175384,1229.59997558594,1178.71997070312,-4.13793151374895,11,7,0.2222222222222222
2015-10-28,2090.35009765625,1178.71997070312,1990.19995117188,2073.07006835938,4.163909115699856,1180.68994140625,1148.96997070312,-2.6865622879238065,10,6,0.25
2015-12-16,2073.07006835938,1148.96997070312,2090.35009765625,1882.94995117188,-9.921789977521563,1178.71997070312,1002.75,-14.92890381743103,10,7,0.17647058823529413
2016-01-27,1882.94995117188,1002.75,2073.07006835938,2027.21997070312,-2.2117003354616758,1148.96997070312,1074.51000976562,-6.48058372595532,9,9,0
2016-03-16,2027.21997070312,1074.51000976562,1882.94995117188,2095.14990234375,11.269548138536791,1002.75,1154.15002441406,15.098481616959361,10,4,0.42857142857142855
2016-04-27,2095.14990234375,1154.15002441406,2027.21997070312,2071.5,2.1842735340418895,1074.51000976562,1149.30004882812,6.960385513655081,10,5,0.3333333333333333
2016-06-15,2071.5,1149.30004882812,2095.14990234375,2166.580078125,3.409310985402251,1154.15002441406,1218.93005371094,5.61279105199236,9,10,-0.05263157894736842
2016-07-27,2166.580078125,1218.93005371094,2071.5,2163.1201171875,4.422887626719768,1149.30004882812,1245.0400390625,8.330286797777568,8,6,0.14285714285714285
2016-09-21,2163.1201171875,1245.0400390625,2166.580078125,2097.93994140625,-3.168132921177439,1218.93005371094,1162.52001953125,-4.627831925872526,9,5,0.2857142857142857
2016-11-02,2097.93994140625,1162.52001953125,2163.1201171875,2253.28002929688,4.168049263330157,1245.0400390625,1356.02001953125,8.913767990330381,9,4,0.38461538461538464
2016-12-14,2253.28002929688,1356.02001953125,2097.93994140625,2279.55004882812,8.656592299784172,1162.52001953125,1361.22998046875,17.093035612205938,7,5,0.16666666666666666
2017-02-01,2279.55004882812,1361.22998046875,2253.28002929688,2385.26000976562,5.857238281649503,1356.02001953125,1382.82995605469,1.9771047725908708,7,2,0.5555555555555556
